gene,ensembl_id,CTRL_RG_detected_cells,CTRL_RG_detection_percentage,CTRL_IPC_detected_cells,CTRL_IPC_detection_percentage,CTRL_Young_detected_cells,CTRL_Young_detection_percentage
PPP2R3A,ENSG00000073711,890,73.55371900826447,342,74.83588621444201,1131,85.81183611532626
NCK1,ENSG00000158092,751,62.066115702479344,212,46.389496717724285,600,45.52352048558422
ARMC8,ENSG00000114098,827,68.34710743801654,317,69.36542669584244,933,70.78907435508346
PIK3CB,ENSG00000051382,685,56.611570247933884,165,36.10503282275711,668,50.682852807283766
COPB2,ENSG00000184432,790,65.28925619834712,274,59.95623632385121,847,64.26403641881639
COPB2-DT,ENSG00000248932,698,57.68595041322314,209,45.73304157549234,769,58.34597875569044
SLC25A36,ENSG00000114120,1008,83.30578512396694,384,84.02625820568927,1075,81.56297420333838
RASA2,ENSG00000155903,700,57.85123966942148,229,50.10940919037199,780,59.180576631259484
RNF7,ENSG00000114125,880,72.72727272727273,310,67.83369803063457,893,67.75417298937785
ATP1B3,ENSG00000069849,1029,85.04132231404958,440,96.2800875273523,1240,94.08194233687405
TFDP2,ENSG00000114126,1063,87.85123966942149,422,92.34135667396062,1156,87.70864946889226
XRN1,ENSG00000114127,944,78.01652892561984,350,76.58643326039387,1022,77.54172989377845
TRPC1,ENSG00000144935,620,51.2396694214876,164,35.886214442013134,751,56.980273141122915
U2SURP,ENSG00000163714,1102,91.07438016528926,398,87.08971553610503,1180,89.52959028831563
HLTF,ENSG00000071794,866,71.5702479338843,248,54.26695842450766,970,73.59635811836115
COMMD2,ENSG00000114744,663,54.79338842975206,241,52.735229759299784,766,58.11836115326252
ANKUB1,ENSG00000206199,685,56.611570247933884,239,52.29759299781181,657,49.84825493171472
RNF13,ENSG00000082996,677,55.950413223140494,231,50.54704595185996,689,52.27617602427921
PFN2,ENSG00000070087,959,79.25619834710744,333,72.86652078774617,954,72.3823975720789
TSC22D2,ENSG00000196428,752,62.14876033057851,194,42.4507658643326,721,54.7040971168437
SERP1,ENSG00000120742,940,77.68595041322314,350,76.58643326039387,992,75.26555386949924
EIF2A,ENSG00000144895,773,63.88429752066116,258,56.455142231947484,832,63.12594840667678
SELENOT,ENSG00000198843,710,58.67768595041323,271,59.29978118161926,820,62.2154779969651
P2RY14,ENSG00000174944,607,50.16528925619834,55,12.035010940919037,206,15.629742033383915
MBNL1,ENSG00000152601,833,68.84297520661157,210,45.951859956236326,768,58.2701062215478
DHX36,ENSG00000174953,1061,87.68595041322314,428,93.6542669584245,1260,95.59939301972686
PLCH1,ENSG00000114805,918,75.86776859504131,162,35.44857768052516,550,41.7298937784522
GMPS,ENSG00000163655,828,68.4297520661157,254,55.57986870897156,752,57.056145675265554
SSR3,ENSG00000114850,633,52.314049586776854,214,46.82713347921225,686,52.04855842185129
CCNL1,ENSG00000163660,819,67.68595041322314,300,65.64551422319475,761,57.73899848254932
VEPH1,ENSG00000197415,675,55.78512396694215,64,14.00437636761488,200,15.174506828528072
SMC4,ENSG00000113810,691,57.107438016528924,177,38.7308533916849,383,29.05918057663126
KPNA4,ENSG00000186432,866,71.5702479338843,278,60.83150984682714,946,71.77541729893778
PPM1L,ENSG00000163590,809,66.85950413223141,406,88.8402625820569,1169,88.69499241274659
PDCD10,ENSG00000114209,647,53.471074380165284,242,52.95404814004377,735,55.76631259484067
GOLIM4,ENSG00000173905,707,58.429752066115704,274,59.95623632385121,618,46.889226100151745
SEC62,ENSG00000008952,1145,94.62809917355372,439,96.06126914660832,1286,97.57207890743551
PHC3,ENSG00000173889,817,67.52066115702479,252,55.14223194748359,785,59.55993930197268
RPL22L1,ENSG00000163584,857,70.82644628099175,163,35.667396061269145,481,36.49468892261002
FNDC3B,ENSG00000075420,796,65.78512396694215,156,34.13566739606127,823,62.44309559939302
ZMAT3,ENSG00000172667,979,80.9090909090909,234,51.203501094091905,482,36.57056145675266
MRPL47,ENSG00000136522,763,63.057851239669425,287,62.80087527352297,793,60.16691957511381
NDUFB5,ENSG00000136521,816,67.43801652892562,274,59.95623632385121,817,61.98786039453717
FXR1,ENSG00000114416,1122,92.72727272727272,419,91.68490153172867,1191,90.36418816388468
DNAJC19,ENSG00000205981,683,56.44628099173554,185,40.48140043763676,661,50.15174506828528
SOX2-OT,ENSG00000242808,972,80.33057851239668,106,23.194748358862142,202,15.326251896813353
SOX2,ENSG00000181449,1173,96.94214876033058,130,28.44638949671772,20,1.5174506828528074
ATP11B,ENSG00000058063,660,54.54545454545454,249,54.48577680525164,734,55.69044006069803
KLHL24,ENSG00000114796,757,62.56198347107438,400,87.527352297593,1164,88.31562974203338
PARL,ENSG00000175193,707,58.429752066115704,226,49.45295404814004,634,48.10318664643399
PSMD2,ENSG00000175166,795,65.70247933884298,288,63.01969365426696,926,70.25796661608497
POLR2H,ENSG00000163882,740,61.15702479338842,263,57.54923413566739,770,58.421851289833086
MAGEF1,ENSG00000177383,652,53.884297520661164,209,45.73304157549234,761,57.73899848254932
VPS8,ENSG00000156931,656,54.21487603305785,235,51.42231947483589,852,64.64339908952958
MAP3K13,ENSG00000073803,932,77.02479338842976,354,77.4617067833698,1152,87.4051593323217
SENP2,ENSG00000163904,606,50.082644628099175,217,47.4835886214442,701,53.186646433990894
IGF2BP2,ENSG00000073792,1199,99.0909090909091,454,99.34354485776805,1305,99.01365705614568
TRA2B,ENSG00000136527,1155,95.45454545454545,408,89.27789934354486,1183,89.75720789074356
ETV5,ENSG00000244405,631,52.14876033057851,38,8.315098468271334,201,15.250379362670714
EIF4A2,ENSG00000156976,1152,95.20661157024793,441,96.49890590809628,1301,98.71016691957512
MASP1,ENSG00000127241,832,68.7603305785124,208,45.51422319474836,433,32.85280728376328
LPP,ENSG00000145012,732,60.49586776859505,132,28.88402625820569,747,56.676783004552355
CCDC50,ENSG00000152492,660,54.54545454545454,274,59.95623632385121,925,70.18209408194234
OPA1,ENSG00000198836,686,56.69421487603306,249,54.48577680525164,813,61.68437025796661
HES1,ENSG00000114315,977,80.74380165289257,27,5.908096280087528,33,2.503793626707132
ATP13A3,ENSG00000133657,694,57.35537190082645,192,42.01312910284464,607,46.0546282245827
DYNLT2B,ENSG00000213123,702,58.01652892561984,176,38.51203501094092,900,68.28528072837634
UBXN7,ENSG00000163960,700,57.85123966942148,279,61.050328227571114,806,61.153262518968134
SENP5,ENSG00000119231,797,65.86776859504133,278,60.83150984682714,822,62.36722306525038
NCBP2,ENSG00000114503,862,71.2396694214876,305,66.73960612691467,972,73.74810318664643
NCBP2AS2,ENSG00000270170,616,50.90909090909091,192,42.01312910284464,639,48.482549317147196
LRCH3,ENSG00000186001,782,64.62809917355372,288,63.01969365426696,806,61.153262518968134
RPL35A,ENSG00000182899,1210,100.0,457,100.0,1318,100.0
ZNF721,ENSG00000182903,931,76.94214876033058,310,67.83369803063457,941,71.39605462822458
ATP5ME,ENSG00000169020,1166,96.36363636363636,444,97.15536105032822,1270,96.35811836115326
FGFR3,ENSG00000068078,623,51.48760330578512,75,16.411378555798688,63,4.779969650986343
NICOL1,ENSG00000243449,1102,91.07438016528926,433,94.74835886214443,1310,99.39301972685888
FAM193A,ENSG00000125386,788,65.12396694214875,302,66.08315098468272,951,72.15477996965099
ADD1,ENSG00000087274,901,74.46280991735537,317,69.36542669584244,983,74.58270106221548
HTT,ENSG00000197386,746,61.65289256198348,240,52.516411378555794,843,63.96054628224582
LRPAP1,ENSG00000163956,647,53.471074380165284,260,56.89277899343544,720,54.62822458270106
MRFAP1,ENSG00000179010,1118,92.39669421487604,418,91.46608315098467,1157,87.78452200303491
RAB28,ENSG00000157869,719,59.42148760330579,213,46.608315098468275,723,54.85584218512898
BOD1L1,ENSG00000038219,970,80.16528925619835,395,86.43326039387308,1179,89.45371775417298
CC2D2A,ENSG00000048342,684,56.528925619834716,160,35.010940919037196,628,47.64795144157815
FBXL5,ENSG00000118564,867,71.65289256198348,281,61.48796498905909,869,65.93323216995448
LDB2,ENSG00000169744,797,65.86776859504133,123,26.914660831509845,350,26.555386949924127
QDPR,ENSG00000151552,619,51.15702479338843,147,32.16630196936542,636,48.25493171471928
MED28,ENSG00000118579,848,70.08264462809917,289,63.23851203501094,782,59.332321699544764
FAM184B,ENSG00000047662,653,53.96694214876033,104,22.75711159737418,421,31.94233687405159
DCAF16,ENSG00000163257,645,53.30578512396694,194,42.4507658643326,522,39.60546282245827
LCORL,ENSG00000178177,1094,90.41322314049587,409,89.49671772428884,1183,89.75720789074356
ADGRA3,ENSG00000152990,929,76.77685950413223,324,70.89715536105032,836,63.42943854324734
DHX15,ENSG00000109606,835,69.00826446280992,320,70.02188183807439,919,69.7268588770865
SEL1L3,ENSG00000091490,807,66.69421487603306,236,51.64113785557986,304,23.06525037936267
SMIM20,ENSG00000250317,605,50.0,177,38.7308533916849,504,38.23975720789075
RBPJ,ENSG00000168214,1193,98.59504132231405,455,99.56236323851203,1290,97.87556904400607
TBC1D1,ENSG00000065882,916,75.70247933884298,160,35.010940919037196,337,25.569044006069802
KLHL5,ENSG00000109790,669,55.289256198347104,91,19.912472647702405,606,45.97875569044006
RFC1,ENSG00000035928,918,75.86776859504131,219,47.921225382932164,709,53.79362670713201
RPL9,ENSG00000163682,1210,100.0,457,100.0,1318,100.0
UBE2K,ENSG00000078140,1083,89.50413223140495,424,92.77899343544857,1206,91.50227617602428
PDS5A,ENSG00000121892,1073,88.67768595041322,396,86.65207877461707,1087,82.47344461305008
N4BP2,ENSG00000078177,785,64.87603305785123,166,36.32385120350109,698,52.95902883156297
APBB2,ENSG00000163697,748,61.81818181818181,156,34.13566739606127,616,46.737481031866466
UCHL1,ENSG00000154277,1149,94.9586776859504,442,96.71772428884027,1305,99.01365705614568
LIMCH1,ENSG00000064042,965,79.75206611570248,137,29.978118161925604,948,71.92716236722306
SLC30A9,ENSG00000014824,820,67.76859504132231,277,60.61269146608315,917,69.57511380880122
ATP8A1,ENSG00000124406,825,68.18181818181817,302,66.08315098468272,902,68.43702579666162
SLAIN2,ENSG00000109171,628,51.90082644628099,284,62.144420131291035,944,71.6236722306525
OCIAD1,ENSG00000109180,1100,90.9090909090909,412,90.15317286652079,1202,91.19878603945372
DANCR,ENSG00000226950,785,64.87603305785123,339,74.17943107221006,1031,78.22458270106222
FIP1L1,ENSG00000145216,768,63.47107438016529,272,59.51859956236324,906,68.74051593323217
TMEM165,ENSG00000134851,825,68.18181818181817,258,56.455142231947484,795,60.31866464339909
EXOC1,ENSG00000090989,671,55.45454545454545,212,46.389496717724285,804,61.001517450682854
CRACD,ENSG00000109265,972,80.33057851239668,429,93.8730853391685,1233,93.55083459787556
PPAT,ENSG00000128059,654,54.049586776859506,118,25.82056892778993,480,36.41881638846737
PAICS,ENSG00000128050,929,76.77685950413223,222,48.57768052516411,659,50.0
SRP72,ENSG00000174780,947,78.26446280991736,341,74.61706783369803,1042,79.05918057663126
REST,ENSG00000084093,785,64.87603305785123,53,11.597374179431071,286,21.699544764795146
POLR2B,ENSG00000047315,767,63.38842975206611,329,71.99124726477024,1075,81.56297420333838
EPHA5,ENSG00000145242,1013,83.71900826446281,383,83.80743982494529,1291,97.95144157814872
UBA6,ENSG00000033178,764,63.1404958677686,285,62.36323851203501,884,67.07132018209408
UBA6-DT,ENSG00000248049,704,58.18181818181818,251,54.92341356673961,904,68.5887708649469
YTHDC1,ENSG00000083896,1019,84.21487603305785,396,86.65207877461707,1076,81.63884673748103
AMBN,ENSG00000178522,656,54.21487603305785,53,11.597374179431071,51,3.8694992412746583
RUFY3,ENSG00000018189,1066,88.09917355371901,436,95.40481400437638,1293,98.103186646434
GRSF1,ENSG00000132463,674,55.70247933884298,257,56.236323851203494,750,56.904400606980275
USO1,ENSG00000138768,656,54.21487603305785,236,51.64113785557986,678,51.441578148710164
NUP54,ENSG00000138750,742,61.32231404958678,245,53.610503282275715,624,47.344461305007584
SCARB2,ENSG00000138760,699,57.768595041322314,368,80.52516411378556,885,67.14719271623673
SHROOM3,ENSG00000138771,1173,96.94214876033058,214,46.82713347921225,510,38.694992412746586
SEPTIN11,ENSG00000138758,1176,97.19008264462809,403,88.18380743982495,1267,96.13050075872535
CCNI,ENSG00000118816,1209,99.91735537190083,454,99.34354485776805,1317,99.92412746585735
MRPL1,ENSG00000169288,688,56.85950413223141,204,44.63894967177243,766,58.11836115326252
BMP2K,ENSG00000138756,616,50.90909090909091,115,25.164113785557984,437,33.15629742033384
HNRNPDL,ENSG00000152795,1185,97.93388429752066,449,98.24945295404814,1296,98.33080424886191
ENOPH1,ENSG00000145293,656,54.21487603305785,192,42.01312910284464,718,54.47647951441578
SEC31A,ENSG00000138674,1061,87.68595041322314,367,80.30634573304157,1079,81.86646433990894
COPS4,ENSG00000138663,649,53.63636363636364,208,45.51422319474836,683,51.82094081942337
MRPS18C,ENSG00000163319,751,62.066115702479344,260,56.89277899343544,844,64.03641881638846
MAPK10,ENSG00000109339,937,77.43801652892563,369,80.74398249452955,1177,89.3019726858877
PTPN13,ENSG00000163629,752,62.14876033057851,153,33.479212253829324,400,30.349013657056144
PKD2,ENSG00000118762,962,79.50413223140495,280,61.2691466083151,912,69.19575113808801
PYURF,ENSG00000145337,770,63.63636363636363,197,43.10722100656455,726,55.08345978755691
FAM13A,ENSG00000138640,977,80.74380165289257,248,54.26695842450766,880,66.76783004552352
SMARCAD1,ENSG00000163104,802,66.28099173553719,317,69.36542669584244,1016,77.08649468892261
BMPR1B,ENSG00000138696,665,54.958677685950406,68,14.87964989059081,12,0.9104704097116844
RAP1GDS1,ENSG00000138698,838,69.25619834710743,285,62.36323851203501,898,68.13353566009106
TSPAN5,ENSG00000168785,1187,98.09917355371901,434,94.9671772428884,1231,93.39908952959028
ADH5,ENSG00000197894,1019,84.21487603305785,361,78.99343544857767,982,74.50682852807283
LAMTOR3,ENSG00000109270,613,50.66115702479339,175,38.29321663019694,573,43.47496206373293
DNAJB14,ENSG00000164031,724,59.83471074380166,188,41.13785557986871,733,55.61456752655539
H2AZ1,ENSG00000164032,1201,99.25619834710744,450,98.46827133479212,1314,99.69650986342944
UBE2D3,ENSG00000109332,1166,96.36363636363636,442,96.71772428884027,1263,95.82701062215479
PPA2,ENSG00000138777,870,71.900826446281,217,47.4835886214442,725,55.00758725341427
AIMP1,ENSG00000164022,795,65.70247933884298,267,58.42450765864332,802,60.849772382397575
PAPSS1,ENSG00000138801,764,63.1404958677686,318,69.58424507658644,1133,85.96358118361154
RPL34,ENSG00000109475,1210,100.0,457,100.0,1318,100.0
OSTC,ENSG00000198856,884,73.05785123966942,246,53.82932166301969,654,49.6206373292868
SEC24B,ENSG00000138802,726,60.0,223,48.796498905908095,705,53.490136570561454
LARP7,ENSG00000174720,857,70.82644628099175,272,59.51859956236324,791,60.01517450682853
NDST4,ENSG00000138653,615,50.82644628099173,224,49.01531728665208,964,73.14112291350531
SNHG8,ENSG00000269893,697,57.60330578512397,229,50.10940919037199,677,51.365705614567524
C4orf3,ENSG00000164096,928,76.69421487603306,264,57.76805251641138,883,66.99544764795145
PDE5A,ENSG00000138735,627,51.81818181818182,195,42.669584245076585,729,55.31107738998483
ANXA5,ENSG00000164111,847,70.0,113,24.72647702407002,60,4.552352048558421
BLTP1,ENSG00000138688,841,69.50413223140495,321,70.24070021881839,1012,76.78300455235205
AFG2A,ENSG00000145375,627,51.81818181818182,203,44.42013129102845,614,46.58573596358118
FAT4,ENSG00000196159,943,77.93388429752066,237,51.85995623632385,983,74.58270106221548
INTU,ENSG00000164066,942,77.85123966942149,187,40.91903719912472,546,41.426403641881635
HSPA4L,ENSG00000164070,754,62.314049586776854,164,35.886214442013134,436,33.0804248861912
LARP1B,ENSG00000138709,779,64.3801652892562,262,57.330415754923415,819,62.13960546282246
PGRMC2,ENSG00000164040,681,56.28099173553719,335,73.30415754923413,649,49.241274658573595
SCLT1,ENSG00000151466,776,64.13223140495867,263,57.54923413566739,944,71.6236722306525
ELF2,ENSG00000109381,940,77.68595041322314,395,86.43326039387308,1191,90.36418816388468
NDUFC1,ENSG00000109390,1053,87.02479338842976,337,73.7417943107221,1035,78.52807283763278
MAML3,ENSG00000196782,981,81.07438016528926,452,98.90590809628009,1245,94.46130500758724
SCOC,ENSG00000153130,761,62.892561983471076,271,59.29978118161926,863,65.47799696509864
RNF150,ENSG00000170153,607,50.16528925619834,162,35.44857768052516,766,58.11836115326252
GAB1,ENSG00000109458,821,67.85123966942149,280,61.2691466083151,587,44.537177541729896
SMARCA5,ENSG00000153147,1065,88.01652892561982,427,93.43544857768052,1163,88.23975720789075
ANAPC10,ENSG00000164162,656,54.21487603305785,216,47.26477024070022,658,49.92412746585736
LSM6,ENSG00000164167,717,59.256198347107436,205,44.85776805251641,508,38.54324734446131
DCLK2,ENSG00000170390,725,59.917355371900825,258,56.455142231947484,877,66.5402124430956
RPS3A,ENSG00000145425,1210,100.0,457,100.0,1318,100.0
FBXW7,ENSG00000109670,877,72.47933884297521,291,63.67614879649891,848,64.33990895295902
ARFIP1,ENSG00000164144,732,60.49586776859505,208,45.51422319474836,614,46.58573596358118
TRIM2,ENSG00000109654,1191,98.42975206611571,448,98.03063457330416,1276,96.81335356600911
TMEM131L,ENSG00000121210,675,55.78512396694215,314,68.7089715536105,805,61.077389984825494
PDGFC,ENSG00000145431,836,69.0909090909091,163,35.667396061269145,1059,80.34901365705615
TMA16,ENSG00000198498,637,52.64462809917355,160,35.010940919037196,434,32.92867981790592
MARCHF1,ENSG00000145416,851,70.33057851239668,370,80.96280087527352,1165,88.39150227617603
MSMO1,ENSG00000052802,847,70.0,316,69.14660831509846,1010,76.63125948406677
CPE,ENSG00000109472,834,68.92561983471074,431,94.31072210065645,1313,99.6206373292868
PALLD,ENSG00000129116,1151,95.12396694214877,343,75.054704595186,944,71.6236722306525
CBR4,ENSG00000145439,888,73.38842975206612,322,70.45951859956236,890,67.52655538694992
NEK1,ENSG00000137601,688,56.85950413223141,195,42.669584245076585,743,56.373292867981796
CLCN3,ENSG00000109572,852,70.41322314049587,274,59.95623632385121,975,73.97572078907434
HPF1,ENSG00000056050,748,61.81818181818181,226,49.45295404814004,890,67.52655538694992
GALNT7,ENSG00000109586,613,50.66115702479339,242,52.95404814004377,314,23.823975720789075
HMGB2,ENSG00000164104,733,60.578512396694215,132,28.88402625820569,145,11.001517450682853
SAP30,ENSG00000164105,837,69.17355371900827,287,62.80087527352297,690,52.35204855842185
GPM6A,ENSG00000150625,1202,99.3388429752066,452,98.90590809628009,1318,100.0
WDR17,ENSG00000150627,770,63.63636363636363,237,51.85995623632385,693,52.57966616084977
SPCS3,ENSG00000129128,641,52.97520661157024,222,48.57768052516411,643,48.786039453717756
TENM3,ENSG00000218336,807,66.69421487603306,273,59.73741794310722,753,57.132018209408194
STOX2,ENSG00000173320,1123,92.8099173553719,373,81.61925601750546,941,71.39605462822458
CFAP97,ENSG00000164323,612,50.57851239669422,174,38.074398249452955,715,54.24886191198786
UFSP2,ENSG00000109775,714,59.008264462809926,191,41.79431072210066,539,40.895295902883156
SORBS2,ENSG00000154556,1015,83.88429752066115,387,84.68271334792122,1269,96.28224582701063
PDCD6,ENSG00000249915,862,71.2396694214876,283,61.925601750547045,917,69.57511380880122
BRD9,ENSG00000028310,689,56.94214876033058,290,63.45733041575492,833,63.20182094081942
MRPL36,ENSG00000171421,609,50.3305785123967,190,41.57549234135667,676,51.289833080424884
NDUFS6,ENSG00000145494,1084,89.58677685950414,410,89.71553610503283,1178,89.37784522003035
ICE1,ENSG00000164151,675,55.78512396694215,246,53.82932166301969,804,61.001517450682854
MED10,ENSG00000133398,829,68.51239669421487,259,56.67396061269147,797,60.47040971168437
ADCY2,ENSG00000078295,831,68.67768595041322,193,42.23194748358862,61,4.628224582701062
CCT5,ENSG00000150753,1006,83.14049586776859,394,86.2144420131291,1153,87.48103186646435
CMBL,ENSG00000164237,772,63.80165289256199,88,19.25601750547046,264,20.030349013657055
MARCHF6,ENSG00000145495,1130,93.38842975206612,436,95.40481400437638,1269,96.28224582701063
FBXL7,ENSG00000183580,1138,94.04958677685951,209,45.73304157549234,113,8.573596358118362
MYO10,ENSG00000145555,1092,90.24793388429751,338,73.96061269146608,757,57.43550834597876
BASP1,ENSG00000176788,1208,99.83471074380165,457,100.0,1318,100.0
CDH12,ENSG00000154162,726,60.0,145,31.72866520787746,280,21.2443095599393
GOLPH3,ENSG00000113384,778,64.29752066115702,278,60.83150984682714,842,63.88467374810318
ZFR,ENSG00000056097,1078,89.0909090909091,399,87.30853391684902,1113,84.44613050075873
SUB1,ENSG00000113387,1171,96.77685950413223,457,100.0,1306,99.08952959028832
RAI14,ENSG00000039560,865,71.48760330578511,205,44.85776805251641,968,73.44461305007587
SLC1A3,ENSG00000079215,1019,84.21487603305785,101,22.100656455142232,118,8.952959028831563
CPLANE1,ENSG00000197603,690,57.02479338842975,219,47.921225382932164,670,50.834597875569045
WDR70,ENSG00000082068,981,81.07438016528926,389,85.12035010940919,1088,82.54931714719271
LIFR,ENSG00000113594,873,72.14876033057851,81,17.72428884026258,206,15.629742033383915
RPL37,ENSG00000145592,1210,100.0,457,100.0,1318,100.0
ZNF131,ENSG00000172262,897,74.13223140495869,320,70.02188183807439,964,73.14112291350531
HMGCS1,ENSG00000112972,876,72.39669421487604,320,70.02188183807439,959,72.7617602427921
PAIP1,ENSG00000172239,882,72.89256198347107,356,77.89934354485777,1039,78.83156297420334
MRPS30,ENSG00000112996,613,50.66115702479339,196,42.88840262582057,607,46.0546282245827
NDUFS4,ENSG00000164258,1086,89.75206611570248,396,86.65207877461707,1138,86.34294385432474
ARL15,ENSG00000185305,984,81.32231404958678,382,83.58862144420132,1181,89.60546282245826
MTREX,ENSG00000039123,781,64.54545454545455,287,62.80087527352297,839,63.65705614567526
PLPP1,ENSG00000067113,615,50.82644628099173,182,39.82494529540481,692,52.50379362670713
GPBP1,ENSG00000062194,1114,92.06611570247934,420,91.90371991247265,1184,89.83308042488619
ERCC8,ENSG00000049167,698,57.68595041322314,217,47.4835886214442,714,54.17298937784521
NDUFAF2,ENSG00000164182,925,76.44628099173553,307,67.17724288840262,1038,78.7556904400607
KIF2A,ENSG00000068796,1002,82.8099173553719,392,85.77680525164114,1158,87.86039453717754
SREK1IP1,ENSG00000153006,859,70.99173553719008,320,70.02188183807439,913,69.27162367223065
CWC27,ENSG00000153015,920,76.03305785123968,368,80.52516411378556,996,75.5690440060698
ADAMTS6,ENSG00000049192,924,76.36363636363637,62,13.566739606126916,33,2.503793626707132
SREK1,ENSG00000153914,931,76.94214876033058,273,59.73741794310722,854,64.79514415781486
KGD4,ENSG00000134056,730,60.33057851239669,289,63.23851203501094,924,70.10622154779969
BDP1,ENSG00000145734,857,70.82644628099175,321,70.24070021881839,1021,77.46585735963582
TNPO1,ENSG00000083312,1132,93.55371900826445,417,91.2472647702407,1259,95.52352048558423
BTF3,ENSG00000145741,1203,99.42148760330578,455,99.56236323851203,1305,99.01365705614568
ENC1,ENSG00000171617,780,64.46280991735537,429,93.8730853391685,1055,80.04552352048559
NSA2,ENSG00000164346,1068,88.26446280991735,401,87.74617067833698,1135,86.11532625189682
IQGAP2,ENSG00000145703,797,65.86776859504133,34,7.439824945295405,22,1.669195751138088
WDR41,ENSG00000164253,618,51.074380165289256,119,26.039387308533918,507,38.46737481031867
TBCA,ENSG00000171530,1187,98.09917355371901,445,97.3741794310722,1293,98.103186646434
AP3B1,ENSG00000132842,806,66.61157024793388,244,53.39168490153173,706,53.566009104704094
SCAMP1,ENSG00000085365,637,52.64462809917355,228,49.89059080962801,962,72.98937784522003
TENT2,ENSG00000164329,859,70.99173553719008,316,69.14660831509846,898,68.13353566009106
ZFYVE16,ENSG00000039319,760,62.8099173553719,247,54.04814004376368,838,63.58118361153262
SSBP2,ENSG00000145687,1201,99.25619834710744,446,97.59299781181619,1287,97.64795144157816
RPS23,ENSG00000186468,1210,100.0,457,100.0,1318,100.0
TMEM167A,ENSG00000174695,916,75.70247933884298,264,57.76805251641138,936,71.01669195751138
VCAN,ENSG00000038427,1183,97.76859504132231,368,80.52516411378556,719,54.55235204855842
COX7C,ENSG00000127184,1209,99.91735537190083,457,100.0,1318,100.0
RASA1,ENSG00000145715,892,73.71900826446281,373,81.61925601750546,1091,82.77693474962064
CCNH,ENSG00000134480,1092,90.24793388429751,423,92.5601750547046,1228,93.17147192716236
TMEM161B-DT,ENSG00000247828,1206,99.6694214876033,445,97.3741794310722,1254,95.14415781487102
MIR9-2HG,ENSG00000245526,1210,100.0,457,100.0,1311,99.46889226100151
MEF2C-AS2,ENSG00000245864,626,51.735537190082646,213,46.608315098468275,568,43.09559939301973
ADGRV1,ENSG00000164199,825,68.18181818181817,136,29.75929978118162,118,8.952959028831563
ARB2A,ENSG00000113391,1046,86.44628099173553,363,79.43107221006565,1135,86.11532625189682
SKIC3,ENSG00000198677,911,75.2892561983471,358,78.33698030634574,1133,85.96358118361154
RHOBTB3,ENSG00000164292,912,75.37190082644628,364,79.64989059080962,1050,79.66616084977238
PAM,ENSG00000145730,1100,90.9090909090909,403,88.18380743982495,1188,90.13657056145675
PPIP5K2,ENSG00000145725,747,61.735537190082646,299,65.42669584245077,997,75.64491654021245
FBXL17,ENSG00000145743,904,74.7107438016529,343,75.054704595186,1116,84.67374810318664
FER,ENSG00000151422,1119,92.47933884297521,397,86.87089715536105,1216,92.26100151745068
PJA2,ENSG00000198961,985,81.40495867768594,416,91.02844638949672,1261,95.67526555386951
STARD4-AS1,ENSG00000246859,868,71.73553719008264,402,87.96498905908096,1202,91.19878603945372
NREP,ENSG00000134986,1145,94.62809917355372,452,98.90590809628009,1313,99.6206373292868
EPB41L4A-AS1,ENSG00000224032,883,72.97520661157024,338,73.96061269146608,902,68.43702579666162
APC,ENSG00000134982,1134,93.71900826446281,400,87.527352297593,1216,92.26100151745068
SRP19,ENSG00000153037,909,75.12396694214875,355,77.68052516411379,1060,80.42488619119878
REEP5,ENSG00000129625,633,52.314049586776854,200,43.7636761487965,632,47.95144157814871
CCDC112,ENSG00000164221,755,62.396694214876035,382,83.58862144420132,1201,91.12291350531108
CDO1,ENSG00000129596,664,54.87603305785124,95,20.787746170678336,386,29.286798179059183
ATG12,ENSG00000145782,717,59.256198347107436,246,53.82932166301969,775,58.801213960546285
AP3S1,ENSG00000177879,708,58.51239669421487,285,62.36323851203501,1013,76.85887708649469
COMMD10,ENSG00000145781,882,72.89256198347107,283,61.925601750547045,764,57.96661608497724
SEMA6A,ENSG00000092421,648,53.553719008264466,129,28.227571115973742,697,52.88315629742033
DMXL1,ENSG00000172869,746,61.65289256198348,246,53.82932166301969,843,63.96054628224582
HSD17B4,ENSG00000133835,633,52.314049586776854,214,46.82713347921225,741,56.221547799696516
SRFBP1,ENSG00000151304,655,54.132231404958674,172,37.63676148796499,557,42.26100151745068
SNX2,ENSG00000205302,878,72.56198347107437,254,55.57986870897156,844,64.03641881638846
CSNK1G3,ENSG00000151292,680,56.19834710743802,279,61.050328227571114,861,65.32625189681336
ZNF608,ENSG00000168916,840,69.42148760330579,369,80.74398249452955,989,75.03793626707133
ALDH7A1,ENSG00000164904,805,66.52892561983471,259,56.67396061269147,682,51.74506828528072
PHAX,ENSG00000164902,742,61.32231404958678,229,50.10940919037199,784,59.48406676783004
LMNB1,ENSG00000113368,617,50.99173553719009,250,54.70459518599562,741,56.221547799696516
HINT1,ENSG00000169567,1209,99.91735537190083,456,99.78118161925602,1317,99.92412746585735
CDC42SE2,ENSG00000158985,897,74.13223140495869,326,71.33479212253829,876,66.46433990895297
RAPGEF6,ENSG00000158987,900,74.3801652892562,334,73.08533916849015,1041,78.98330804248862
FNIP1,ENSG00000217128,967,79.91735537190083,295,64.55142231947484,876,66.46433990895297
RAD50,ENSG00000113522,722,59.6694214876033,240,52.516411378555794,807,61.229135053110774
